Engine Programmer [Rainbow Six Siege] (f/m/d),Programming,"Mainz,No"
Online Programmer [Rainbow Six Siege] (f/m/d),Programming,"Mainz,No"
General Programmer [Rainbow Six Siege] (f/m/d),Programming,"Mainz,No"
Intern Game Tester,Testing & Quality Management,"Kyiv,No"
Animator,Animation,"Kyiv,No"
Localization Project Manager,Games Localization,"Shanghai,China"
Vehicle Artist,Art,"Pune,India"
Technical Game Designer,Art,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Technical Lead,Programming,"Toronto,Canada"
Testeur Développement confirmé H/F,Testing & Quality Management,"Montpellier,France"
3D Programmer,Programming,"Toronto,Canada"
STUDIO CO-DEVELOPMENT COORDINATOR,Project Management (Games/Animation movies),"Montreuil,France"
C++ Programmer Technology Group Online,Programming,"Craiova,No"
Senior Front-End Developer,Online/Web,"Kyiv,No"
Technical Associate – Character Pipeline,Art,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Junior Tools Engineer,Programming,"Singapore,Singapore"
3D Level Artist,Art,"Singapore,Singapore"
Web Developer,Online/Web,"Singapore,Singapore"
Junior Gameplay Programmer,Programming,"Singapore,No"
3D Environment Artist,Art,"Singapore,Singapore"
Senior Business Intelligence Analyst,Information Systems,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Junior QA Engineer,Testing & Quality Management,"Singapore,No"
Junior/Intermediate Audio Designer,Audio Design,"Singapore,Singapore"
Technical Designer,Game & Level Design/Creative Direction,"Toronto,Canada"
Développeur de communautés,Customer Relations,"Montreal,No"
Community Developer,Customer Relations,"Montreal,No"
Associate Creative Director (H/F),Game & Level Design/Creative Direction,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Tools Programmer (M/F) - Beyond Good & Evil 2,Programming,"Bordeaux,France"
Presentation Director,Art,"Singapore,Singapore"
DT Character Artist / TD Character Artist,Art,"Montpellier,No"
Game Designer - Rainbow Six Siege,Game & Level Design/Creative Direction,"Barcelona,Spain"
Junior Generalist Programmer,Programming,"Singapore,No"
Inventory Specialist,Information Systems,"Pune,India"
Data Engineer M/F,Business Development,"Paris,France"
Director of Technology,Programming,"Winnipeg,Canada"
Lead Vehicle Artist (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Animator,Animation,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Quality Assurance Lead,Testing & Quality Management,"Santa Rosa,Permanent Contract / Contrat à Durée Indéterminée"
Lead Data Scientist,Programming,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
UI/UX Director [Unannounced Project],Art,"Stockholm,Sweden"
Senior Game Designer,Game & Level Design/Creative Direction,"Singapore,Singapore"
Chef d'équipe informatique (Équipe Outils),Programming,"Québec City,Canada"
IT Team Leader - (Tools),Programming,"Québec City,Canada"
Audio Tech Programmer  [Snowdrop] (f/m/d),Programming,"Düsseldorf,Germany"
Backend Programmer,Programming,"Chengdu,No"
Junior Model Artist,Art,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Développeur Web - Full-Stack,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Motion Designer 2D/3D (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Video Artist (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Data Scientist (1 Year Contract),Human Resources & Knowledge Management,"Toronto,Fixed Term Contract / Contrat à Durée Déterminée"
QA Programmer,Programming,"Toronto,Canada"
Economic Game Designer H/F,Game & Level Design/Creative Direction,"Annecy,France"
Senior Unity Programmer (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Spécialiste Système et Opération (DevOps),Programming,"Québec City,Canada"
Lead Level Designer,Game & Level Design/Creative Direction,"Kyiv,No"
Full Stack Software Engineer | Ketchapp,Programming,"Kyiv,No"
Render Programmer for Ubisoft Craiova,Programming,"Craiova,No"
C++ Engineer for Ubisoft Craiova,Programming,"Craiova,No"
Gameplay Programmer for Ubisoft Craiova,Programming,"Craiova,No"
Lead Programmer for Ubisoft Craiova,Programming,"Craiova,No"
3D Graphics Engineer / Rendering Programmer/ Graphics Programmer,Programming,"Odesa,No"
3D Graphics Engineer / Rendering Programmer/ Graphics Programmer,Programming,"Kyiv,No"
Lead Art 3D,Art,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
Web Programmer,Programming,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Live Operations Manager,Project Management (Games/Animation movies),"Toronto,Canada"
Juriste droit des marques H/F,Legal,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
HR Business Partner (Odesa),Human Resources & Knowledge Management,"Odesa,No"
Associate Producer [Unannounced Project] (266),Project Management (Games/Animation movies),"Newcastle upon Tyne,United Kingdom"
Senior Technical Artist [Unannounced Project] (256),Art,"Newcastle upon Tyne,United Kingdom"
Live Producer (H/F),Project Management (Games/Animation movies),"Montreuil,No"
Senior Scrum Master,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Assistant(e) Animateur 3D - H/F – Stage,Animation,"Montreuil,Trainee Agreement / Convention de stage"
Senior 3D Artist,Art,"Santa Rosa,No"
Technical Artist,Art,"Mumbai,India"
Art Director,Art,"Mumbai,India"
Analyste Assurance Qualité,Testing & Quality Management,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Concepteur Économie de jeu,Game & Level Design/Creative Direction,"Saguenay,Canada"
R&D Engineer,Testing & Quality Management,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
3D/Rendering Programmers,Programming,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Directeur Technique (H/F) – Ketchapp,Programming,"Montreuil,No"
Technical Director – Ketchapp,Programming,"Montreuil,No"
Game Designer Live,Game & Level Design/Creative Direction,"Montpellier,No"
Tools Programmer Cinématiques,Programming,"Montpellier,France"
UI Programmer,Programming,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Lead Environment Artist [Tom Clancy's The Division 2] (259),Art,"Newcastle upon Tyne,United Kingdom"
Lead Engine Programmer [Unannounced Project] (237),Programming,"Newcastle upon Tyne,United Kingdom"
Lead Technical Artist [Unannounced Project] (272),Art,"Newcastle upon Tyne,United Kingdom"
Lead Narrative Designer [Unannounced Project] (249),Game & Level Design/Creative Direction,"Royal Leamington Spa,United Kingdom"
Lead Narrative Designer [Unannounced Project] (249),Game & Level Design/Creative Direction,"Newcastle upon Tyne,United Kingdom"
Brand Director [Unannounced Project] (273),Marketing,"Newcastle upon Tyne,United Kingdom"
Senior Data Manager [Build & Release Specialist] (254),Information Systems,"Royal Leamington Spa,United Kingdom"
Data Manager [Build & Release Specialist] (255),Information Systems,"Royal Leamington Spa,United Kingdom"
Lead Character Artist [Unannounced VR Project] (263),Art,"Newcastle upon Tyne,United Kingdom"
Associate Producer [Unannounced Project] (267),Project Management (Games/Animation movies),"Royal Leamington Spa,United Kingdom"
Environment Artist [Tom Clancy's The Division 2] (252),Art,"Royal Leamington Spa,United Kingdom"
Directeur Technique Graphique (H/F),Art,"Montreuil,France"
Video Game Tester,Testing & Quality Management,"Bucharest,No"
Programmeur 3D - BGE 2 (H/F),Programming,"Montpellier,France"
BI Developer (H/F),Information Systems,"Montreuil,France"
"Supervisor, HD Customer Support",Customer Relations,"Pune,India"
"Specialist, Workforce Management",Customer Relations,"Pune,India"
"Specialist, Quality Assurance & Training",Customer Relations,"Pune,India"
"Lead, Team Shift",Customer Relations,"Pune,India"
Account Support,Customer Relations,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Financial Project Analyst,Project Management (Games/Animation movies),"Singapore,Singapore"
"Technical Director, Animation",Animation,"Toronto,Canada"
BI Support Developer,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
.NET Developer – for Online Solutions,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Game Designer (H/F) - Ghost Recon Breakpoint,Game & Level Design/Creative Direction,"Bordeaux,Fixed Term Contract / Contrat à Durée Déterminée"
Junior .NET Developer – for Online Solutions,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Data Steward H/F,Sales,"Paris,France"
Brand Creative Services Director (Associate),Marketing,"Singapore,Singapore"
Tools Support Specialist,Testing & Quality Management,"Toronto,Canada"
Graphics Programmer [Unannounced Project] (f/m/d),Programming,"Berlin,Germany"
"Gameplay Programmer (legally protected status, 68/99 Italian Law)",Programming,"Milan,Italy"
Level Designer,Game & Level Design/Creative Direction,"Kyiv,No"
UI Programmers (based in Singapore),Programming,"Singapore,Singapore"
Lead Game Designer,Game & Level Design/Creative Direction,"Singapore,No"
3D Graphic Programmer,Programming,"Singapore,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Game Designer,Game & Level Design/Creative Direction,"Singapore,No"
VFX Artist,Art,"Singapore,No"
Level Designer,Game & Level Design/Creative Direction,"Singapore,Singapore"
Technical Director,Programming,"Singapore,No"
User Interface Integrator,Art,"Singapore,No"
Lead UI Artist,Art,"Singapore,Singapore"
Senior Gameplay Programmer (AI),Programming,"Singapore,Singapore"
Senior Programmer (Generalist),Programming,"Singapore,Singapore"
Senior 3D Programmer,Programming,"Singapore,Fixed Term Contract / Contrat à Durée Déterminée"
Technical Artist,Art,"Singapore,No"
Narrative Director,Game & Level Design/Creative Direction,"Singapore,No"
Online Programmer,Programming,"Singapore,No"
UI Programmer,Programming,"Singapore,Fixed Term Contract / Contrat à Durée Déterminée"
DevOps Cloud Engineer,Information Systems,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Senior Animator,Animation,"Singapore,Singapore"
QA Lead,Testing & Quality Management,"Singapore,No"
Senior Level Artist,Art,"Singapore,No"
Texture Artist,Art,"Singapore,Singapore"
Junior UI Programmer,Programming,"Singapore,No"
Studio Communications Manager,Communications & PR,"Singapore,No"
Programmer,Programming,"Mumbai,India"
Programmer,Programming,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Monetization Director,Business Development,"Singapore,No"
Technical Director (Animation),Project Management (Games/Animation movies),"Singapore,Singapore"
Level Artist,Art,"Singapore,Singapore"
"Technical Director, Art (M/F) - [BGE2]",Art,"Bordeaux,No"
"Directeur Technique, Art (H/F) - [BGE2]",Art,"Bordeaux,No"
Guitar and Bass Transcriptionist,Audio Design,"Pune,India"
Compensation & Benefits Manager (F/H),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
C++ Game Development Engineer / C/C++ Video Games Developer,Programming,"Kyiv,No"
Spécialiste produit -  programmation,Programming,"Montreal,No"
Chef de projet - Web Services (H/F),Online/Web,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior 3D Character Artist,Art,"Halifax,Canada"
Level Designer [Far Cry Brand] (f/m/d),Game & Level Design/Creative Direction,"Berlin,No"
Senior UX Designer - Rainbow Six Siege,Game & Level Design/Creative Direction,"Barcelona,Spain"
Senior Game Designer,Game & Level Design/Creative Direction,"Abu Dhabi,Permanent Contract / Contrat à Durée Indéterminée"
Senior IT Project Manager Data / Market Knowledge (H/F),Information Systems,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Line Designer / Game Designer Editorial (H/F),Game & Level Design/Creative Direction,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Generalist Programmer,Programming,"Winnipeg,Permanent Contract / Contrat à Durée Indéterminée"
Technical Artist (H/F),Art,"Montreuil,No"
Marketing 2D Artist Intern [Brand & Marketing],Marketing,"Malmö,Sweden"
Technical Artist,Art,"Mumbai,No"
Junior UX Designer,Game & Level Design/Creative Direction,"London,United Kingdom"
Network Administrator [Operations],Information Systems,"Malmö,Sweden"
Concept Artist (Props/Character) - Unannounced AAA title,Art,"Barcelona,Spain"
Senior UX Designer (Game),Game & Level Design/Creative Direction,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Seasonal/Contract Community Representative,Marketing,"Morrisville,United States"
Character TD,Animation,"Montreal,No"
Directeur Technique - Personnage (DT Character),Animation,"Montreal,No"
Senior/Lead Programmer (Odesa),Programming,"Odesa,Ukraine"
HR Project Assistant - Talent Acquisition & Campus Management (H/F),Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Network Programmer,Programming,"Toronto,Canada"
Engine Programmer,Programming,"Toronto,Canada"
Finance Director,Finance & Accounting,"Barcelona,Spain"
Senior 3D Animator,Animation,"Mumbai,India"
Senior Producer,Project Management (Games/Animation movies),"Toronto,Canada"
3D Environment Artist,Art,"Abu Dhabi,Permanent Contract / Contrat à Durée Indéterminée"
Technical Director - Design,Game & Level Design/Creative Direction,"Québec City,Canada"
Directeur Technique Design,Game & Level Design/Creative Direction,"Québec City,Canada"
Lead/Associate Lead Level Designer,Game & Level Design/Creative Direction,"Sofia,Permanent Contract / Contrat à Durée Indéterminée"
Rigger (M/F),Art,"Bordeaux,No"
Rigger (H/F),Art,"Bordeaux,No"
Senior World Artist,Art,"Mumbai,India"
Gameplay Programmer,Programming,"Milan,Italy"
Assistant Juriste Données Personnelles - Stage Janvier 2020,Legal,"Montreuil,Trainee Agreement / Convention de stage"
Recruitment Trainee,Human Resources & Knowledge Management,"Kyiv,No"
Level Designer,Game & Level Design/Creative Direction,"Cary,United States"
3D Graphics Programmer,Programming,"Sofia,Permanent Contract / Contrat à Durée Indéterminée"
HR Intern-Operations,Human Resources & Knowledge Management,"Pune,India"
VR Game Director [Ubisoft Escape Games]  (f/m),Game & Level Design/Creative Direction,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
EMEA CRM Senior Lifecycle Specialist H/F,Marketing,"Paris,France"
Gameplay Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Technical Artist Senior - (H/F),Art,"Montreuil,France"
"Associate Technical Art Director [BGE II, PARIS]",Art,"Montreuil,France"
"Technical Director, Design [Unannounced Project]",Project Management (Games/Animation movies),"Stockholm,Sweden"
Senior Producer [Unannounced Project],Project Management (Games/Animation movies),"Stockholm,Sweden"
Senior UI Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Audio Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Development Tester,Testing & Quality Management,"Bucharest,No"
Associate Lead Development Tester,Testing & Quality Management,"Bucharest,No"
Lead Development Tester,Testing & Quality Management,"Bucharest,No"
Senior Tools Programmer [Avatar Project],Programming,"Stockholm,Sweden"
Mission Scripter,Game & Level Design/Creative Direction,"Cary,Fixed Term Contract / Contrat à Durée Déterminée"
DevOps Engineer [Avatar Project / Tom Clancy's the Division 2],Programming,"Malmö,Sweden"
Narrative designer (H/F),Game & Level Design/Creative Direction,"Montreuil,France"
Senior .NET Backend Developer,Programming,"Kyiv,No"
Programmeurs Gameplay (H/F),Programming,"Montpellier,No"
R&D Engineer,Testing & Quality Management,"Mumbai,India"
Release and Build Specialist,Programming,"Toronto,Canada"
Web Developer,Testing & Quality Management,"Bucharest,No"
Scrum Master (3 month contract),Project Management (Games/Animation movies),"Abu Dhabi,United Arab Emirates"
PROCEDURAL TECHNICAL ARTIST / SIDE EFFECTS HOUDINI SPECIALIZED,Art,"Sofia,Bulgaria"
Level Designer,Game & Level Design/Creative Direction,"Sofia,Bulgaria"
Senior Level Designer,Game & Level Design/Creative Direction,"Sofia,Bulgaria"
Release and Build Specialist (H/F),Programming,"Bordeaux,France"
HR Business Partner,Human Resources & Knowledge Management,"Santa Rosa,No"
Testeur Développement Online (H/F),Testing & Quality Management,"Montpellier,No"
WAS Specialist,Human Resources & Knowledge Management,"Bucharest,No"
Character Artist,Art,"Santa Rosa,No"
Testeur Development / QA Analyst (H/F),Information Systems,"Bucharest,Fixed Term Contract / Contrat à Durée Déterminée"
Tools Support Specialist,Testing & Quality Management,"Pune,India"
Online Programmer (C++/Linux),Programming,"Abu Dhabi,United Arab Emirates"
UI/UX Artist,Art,"Santa Rosa,No"
"Key Account Manager Cloud, EMEA (M/F)",Sales,"Paris,France"
Associate Producer,Project Management (Games/Animation movies),"Pune,No"
QC Project Manager (Mobile),Testing & Quality Management,"Pune,India"
PMO Manager,Project Management (Games/Animation movies),"Pune,India"
Mobile Game Programmer,Programming,"Winnipeg,No"
Marketing Assistant Intern,Marketing,"Shanghai,No"
Senior Level Designer - PC/console AAA title,Game & Level Design/Creative Direction,"Barcelona,Spain"
3D Programmer,Programming,"Winnipeg,Canada"
Tools Programmer,Programming,"Winnipeg,Canada"
Technical Architect,Programming,"Winnipeg,Canada"
Coordinateur Collaboration Studios (H/F),Project Management (Games/Animation movies),"Montreuil,France"
Information System Analyst (HR Intern),Human Resources & Knowledge Management,"Shanghai,China"
Game Designer,Game & Level Design/Creative Direction,"Pune,No"
Level Artist,Art,"Toronto,Canada"
Artificial Intelligence Programmer (H/F),Programming,"Lyon,No"
Technical artist (H/F),Art,"Lyon,France"
Data Analyst (H/F),Programming,"Lyon,France"
Game Programmer (H/F),Programming,"Lyon,France"
Directeur Technique Graphique (H/F),Art,"Lyon,France"
Research Moderator,Game & Level Design/Creative Direction,"Montreal,No"
Modérateur de Recherche,Game & Level Design/Creative Direction,"Montreal,No"
Level Designer,Game & Level Design/Creative Direction,"Singapore,No"
Senior Physics Programmer - Beyond Good & Evil 2,Programming,"Barcelona,Spain"
UI Programmer,Programming,"Shanghai,China"
HR INTERN - Training & Recruitment,Human Resources & Knowledge Management,"Pune,India"
Senior Rendering Programmer,Programming,"Singapore,Singapore"
Programmeur Animation (H/F) / Animation Programmer,Programming,"Montreuil,No"
Level Designer,Game & Level Design/Creative Direction,"Toronto,Canada"
Level Designer (Senior),Game & Level Design/Creative Direction,"Toronto,Canada"
Technical Animator,Animation,"Toronto,Canada"
Senior C++ Programmer,Programming,"Belgrade,No"
Technical Architect,Programming,"Toronto,Canada"
Gameplay Programmer,Programming,"Sofia,No"
Assistant du directeur créatif,Game & Level Design/Creative Direction,"Paris,No"
"Directeur Technique, animation (H/F)",Animation,"Montpellier,No"
Programmeur Outils (H/F) - Tools programmer (M/F),Programming,"Montpellier,France"
Programmeur Généraliste (H/F),Programming,"Montpellier,No"
Project Coordinator (Odesa),Project Management (Games/Animation movies),"Odesa,No"
Salesforce Marketing Cloud Administrator (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
C++ Programmer,Programming,"Belgrade,No"
Associate Directeur Artistique (H/F),Art,"Montreuil,No"
Lead 3D Artist (M/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
HR Manager,Human Resources & Knowledge Management,"Pune,India"
HR Manager,Human Resources & Knowledge Management,"Mumbai,India"
Senior Animator [Far Cry Brand] (f/m/d),Animation,"Berlin,Germany"
Consumer & Market Knowledge Manager [Brand & Marketing],Marketing,"Malmö,Sweden"
Acheteur confirmé (H/F),Operations & Manufacturing,"Montreuil,France"
Monetization Specialist,Business Development,"Montreal,Canada"
Senior Graphics Programmer - Beyond Good & Evil 2,Programming,"Barcelona,Spain"
Senior 3D Artist (M/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Artist 3D Senior H/F,Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Engine Programmer - Beyond Good & Evil 2,Programming,"Barcelona,Spain"
BI Developer (Big Data/User Research),Programming,"Montreal,Canada"
Développeur BI (Big Data / Recherche Utilisateur),Programming,"Montreal,Canada"
Mobile Game Testeur (H/F),Testing & Quality Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Development Tester,Programming,"Odesa,No"
Programmeur Audio (H/F),Programming,"Montreuil,No"
Senior Level Designer [Far Cry Brand] (f/m/d),Game & Level Design/Creative Direction,"Berlin,No"
Dev QA Team Lead,Testing & Quality Management,"Pune,India"
HR Admin Support,Human Resources & Knowledge Management,"Kyiv,No"
IT Manager E-commerce  (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Mid-Senior Server Programmer,Programming,"Halifax,No"
C++ Sound Programmer,Programming,"Montreal,Canada"
Développeur Unity (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Web Full Stack Engineer – Machine Learning & Analytics Tools M/F,Business Development,"Paris,France"
DevOps Engineer,Programming,"Kyiv,No"
Speculative Application Programming - Berlin (f/m/d),Programming,"Berlin,No"
UI Artist (Odesa),Art,"Odesa,Ukraine"
Senior UI Artist,Art,"Singapore,No"
Technical Director (Art),Art,"Montreal,Canada"
Directeur technique graphique (art),Art,"Montreal,Canada"
3D Programmer,Programming,"Pune,India"
Music Analyst,Audio Design,"Pune,India"
Programmeur Animation,Programming,"Montreal,No"
Tools Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Senior Animation Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Render Programmer (Senior/Intermediate)  [Snowdrop],Programming,"Malmö,Sweden"
Programmer [Avatar Project],Programming,"Malmö,Sweden"
Online Infrastructure Engineer/Site Reliability Engineer [Live Operations],Information Systems,"Malmö,Sweden"
Experienced Programmer (Intermediate/Senior) [Snowdrop],Programming,"Malmö,Sweden"
Engine Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Engine & Tools Programmer [Snowdrop],Programming,"Malmö,Sweden"
Cinematic and Animation Tools Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Technical Artist,Art,"Halifax,Canada"
Progression Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Sweden"
Level Design Director [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Sweden"
Brand Director [Brand & Marketing/Tom Clancy's The Division 2],Marketing,"Malmö,Sweden"
Brand Director [Brand & Marketing/Avatar Project],Marketing,"Malmö,Sweden"
AI Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Project Lead Programmer - Harbour,Programming,"Montreal,No"
Junior C++ Programmer,Programming,"Belgrade,No"
Lead UX Designer,Game & Level Design/Creative Direction,"Toronto,Canada"
UI Programmer,Programming,"Toronto,Canada"
Senior 2D Artist (M/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior 2D Artist (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
AI Programmer,Programming,"Toronto,Canada"
Open Innovation Project Manager (F/M),Project Management (Games/Animation movies),"Montreuil,France"
Lead Technical Architect (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Online Programmer (H/F),Programming,"Bordeaux,No"
Chef de projet informatique (Lead programmeur) - Harbour,Programming,"Montreal,No"
Spécialiste monétisation,Business Development,"Montreal,Canada"
Programmeur Online - Ubisoft Club (.NET CORE ),Online/Web,"Montreal,Canada"
Online Programmer (Backend/C#),Programming,"Montreal,Canada"
Programmeur Online - (Backend/C#),Programming,"Montreal,Canada"
Développeur web - HARBOUR,Programming,"Montreal,Canada"
Web Developer- HARBOUR,Programming,"Montreal,Canada"
Integration Specialist - Programming,Programming,"Montreal,Canada"
Development Tester (Internship),Testing & Quality Management,"Barcelona,Spain"
Concepteur Économie de jeu,Game & Level Design/Creative Direction,"Montreal,Canada"
Programmeur Online,Programming,"Saguenay,No"
Programmeur Réseaux (C++),Programming,"Saguenay,No"
Lead technique,Programming,"Saguenay,No"
Concepteur de niveau / LD,Game & Level Design/Creative Direction,"Saguenay,No"
Concepteur de jeu,Game & Level Design/Creative Direction,"Saguenay,Canada"
Programmeur 3D,Programming,"Saguenay,No"
Programmeur UI,Programming,"Saguenay,No"
Programmeur gameplay (GPP),Programming,"Saguenay,No"
Programmeur Généraliste,Programming,"Saguenay,No"
Concepteur UX,Art,"Saguenay,Canada"
Temporary IT Support Analyst,Information Systems,"Morrisville,United States"
AI Programmer,Programming,"Montreal,No"
Programmeur IA,Programming,"Montreal,No"
Unity Developer,Programming,"Kyiv,No"
Lead Data Analyst (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Associate Producer,Project Management (Games/Animation movies),"Santa Rosa,No"
Game Economy Designer,Game & Level Design/Creative Direction,"Montreal,Canada"
Senior VFX Artist,Art,"Singapore,No"
IT Manager - ERP Finance (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Presentation Director,Art,"Toronto,Canada"
Technical Art Director,Art,"Singapore,No"
Team Lead- Programming,Programming,"Montreal,Canada"
Chef d'équipe - Programmation,Programming,"Montreal,Canada"
Programmeur Réseaux (C++) - Engin multijoueur,Programming,"Montreal,No"
Network Programmer (C++) - Multiplayer Engine,Programming,"Montreal,No"
Network Programmer (C++),Programming,"Montreal,No"
Programmeur Réseaux (C++),Programming,"Montreal,No"
Programmeur Online,Programming,"Montreal,No"
Online Programmer,Programming,"Montreal,No"
Generalist Programmer,Programming,"Montreal,No"
Programmeur Généraliste,Programming,"Montreal,No"
Chef de projet informatique (Lead programmeur),Programming,"Montreal,No"
Project Lead Programmer,Programming,"Montreal,No"
Release and Build Specialist,Programming,"Montreal,Canada"
Directeur technique graphique,Art,"Saguenay,Canada"
Programmer (UI Team),Programming,"Québec City,Canada"
QC Technical Director,Testing & Quality Management,"Pune,India"
FX Artist - Rainbow Six Siege,Art,"Barcelona,Spain"
Automation Tools Architect,Programming,"Kyiv,No"
Closer Specialist,Project Management (Games/Animation movies),"Paris,No"
Project Closer,Project Management (Games/Animation movies),"Paris,No"
Junior Support Developer (PL/SQL),Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Social & Retail Support Manager,Marketing,"Morrisville,United States"
Team Lead Animator,Animation,"Toronto,Canada"
Gameplay Animator (Senior),Animation,"Toronto,Canada"
Level Artist (Senior),Art,"Toronto,Canada"
Data Steward E-commerce H/F,Sales,"Paris,France"
Assistant Admin Manager,Administration,"Pune,India"
Project Lead Programmer,Programming,"Montreal,Canada"
Chef de projet informatique,Programming,"Montreal,Canada"
QA Programmer,Programming,"Montreal,Canada"
Programmeur QA,Programming,"Montreal,Canada"
Senior Tools Programmer [Unannounced Project] (f/m/d),Programming,"Berlin,No"
Technical Level Designer,Game & Level Design/Creative Direction,"Mumbai,India"
Online Programmer,Programming,"Québec City,Canada"
Programmeur Online,Programming,"Québec City,Canada"
Programmer (Rendering Team),Programming,"Québec City,Canada"
Programmeur (Équipe Rendu),Programming,"Québec City,Canada"
Programmer (Engine Team),Programming,"Québec City,Canada"
Programmeur (Équipe Moteur),Programming,"Québec City,Canada"
3D/Rendering Programmer,Programming,"Montreal,No"
Programmeur 3D/Rendu,Programming,"Montreal,No"
Technical Artist,Art,"Kyiv,No"
Technical Animator,Art,"Mumbai,India"
Data Analyst,Marketing,"Shanghai,China"
Game Director [Unannounced Project],Game & Level Design/Creative Direction,"Stockholm,Sweden"
International Recruiter,Human Resources & Knowledge Management,"Bucharest,No"
Data Steward E-commerce M/F,Sales,"Paris,France"
Senior Level Designer,Game & Level Design/Creative Direction,"Singapore,No"
Linux Applications Administrator,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Chef d’équipe modélisation de personnages,Art,"Montreal,Canada"
Lead Character Modeller,Art,"Montreal,Canada"
Animation Director,Animation,"Toronto,Canada"
Lead Game Designer (Online),Game & Level Design/Creative Direction,"Toronto,Canada"
Global IT Procurement Manager (F/M),Operations & Manufacturing,"Montreuil,France"
INTERNATIONAL PRODUCT MANAGER (M/F),Marketing,"Montreuil,No"
Lead UI Designer (H/F),Game & Level Design/Creative Direction,"Montreuil,France"
Lead Animateur 3D (H/F) / Lead 3D Animator,Animation,"Montreuil,No"
Level Designer,Game & Level Design/Creative Direction,"Santa Rosa,No"
Senior Environment Artist,Art,"Mumbai,India"
Gameplay Animator,Animation,"Toronto,Canada"
Lead Artiste 3D (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
